job_title,company,country,city,salary_min,salary_max,currency,remote_type,experience_level,required_skills,posted_date,source,job_description,salary_avg
Life Sciences R&D Data & AI Consultant,Clarivate,UNITED KINGDOM,Liverpool Street,72000.0,72000.0,USD,Hybrid,Mid-level,R,2026-02-12,Adzuna,"We are looking for a Consultant – Life Sciences R&D Data & AI to join our Technology Consulting team in London or Barcelona ( Hybrid ) This is an exciting opportunity to work on solutions that leverage Clarivate’s extensive data assets and the latest Machine Learning and Generative AI technologies to help our customers address critical R&D questions and develop innovative treatments, diagnostics and medical devices. You will bring expertise in Clinical, Competitive and Regulatory Intelligence t…",72000.0
Senior Ai Engineer,Harnham - Data & Analytics Recruitment,UNITED KINGDOM,London,165000.0,264000.0,USD,Onsite,Senior,,2026-02-11,Adzuna,"Senior AI Engineer (Customer & Product AI)LondonContractCompetitive day rate2 day per week onsite (preferred)IR35 determination in progress OverviewWe are partnering with a major consumer brand that is scaling AI across multiple markets to improve customer experience, unlock growth, and drive operational efficiency. They are building a central AI team focused on designing, building, and deploying production-grade AI solutions across the business. They are looking for a Senior AI Engineer to lea…",214500.0
AI Graph Engineer,NES Fircroft,UNITED KINGDOM,Milton,72000.0,72000.0,USD,Remote,Senior,,2025-12-15,Adzuna,"Job Title: AI Graph Enineer (Senior) Positions Available: x2 Salary: High rates on offer, contact for details - Initial daily pay rate for contract period before converting to salary Location: Abingdon, outside London Hours: Full time Monday to Friday Hyrbid: Hybrid working with 2-3 office days in Abingdon - fully remote may be an option for the right candidate Contract: FULL TIME initial 6 month contract, they are treating this as a probation' type period, and if all goes well in the first 3-6…",72000.0
Senior Data Scientist (Agentic AI),Swap,UNITED KINGDOM,London,66000.0,66000.0,USD,Hybrid,Senior,,2026-01-23,Adzuna,"Senior Data Scientist - Conversational & Agentic AI Location: London (Hybrid) About Swap Swap is the infrastructure behind modern agentic commerce. The only AI-native platform connecting backend operations with a forward-thinking storefront experience. Built for brands that want to sell anything - anywhere, Swap centralizes global operations, powers intelligent workflows, and unlocks margin-protecting decisions with real-time data and capability. Our products span cross-border, tax, returns, de…",66000.0
Principal AI Engineer,Education Brands,UNITED KINGDOM,London,83000.0,83000.0,USD,Hybrid,Lead,,2026-01-22,Adzuna,"Principal AI Engineer Position Overview: This hybrid role blends 80% hands-on technical leadership—building, deploying, and optimising AI systems across our product suite—with 20% evangelism and enablement, partnering with Marketing, Sales, and Finance to embed AI into internal processes and drive organisation-wide adoption. As the Principal AI Engineer, you will report directly to the Chief Technology & Product Officer (CTPO) and collaborate with our distributed engineering organisation (120 e…",83000.0
Web Developer,Trident Marketing,UNITED KINGDOM,Hadleigh,54000.0,54000.0,USD,Onsite,Mid-level,,2026-01-29,Adzuna,"Web Developer – Office-Based Role (UK Work Eligibility Required)  Location: Hadleigh IP7 6RD (near Ipswich)  Permanent, Office-Based Role  Salary: Negotiable depending on experience ️ Free Onsite Parking  Employment Contribution Pension Scheme About Us Trident Marketing is a multi-disciplined design and marketing company based in the heart of Suffolk. We pride ourselves on delivering high-quality service and creative solutions to our clients, and we’re looking for a skilled Web Developer to joi…",54000.0
Data Mentor,Forward Role,UNITED KINGDOM,Pride Park,57000.0,57000.0,USD,Remote,Mid-level,,2026-02-20,Adzuna,"Data Mentor Location: Remote / UK-based Job Type: Full-time, Permanent Salary: £40,000 – £45,000 The Opportunity An established digital training provider is expanding its data and AI provision and is looking to appoint a Data Mentor to coach and support apprentices throughout their programme journey. The curriculum function is covered internally, so the immediate focus of this role is high-quality apprentice mentoring, coaching, and progression support . Over time, there is scope to contribute …",57000.0
Generative AI Architect,167 Solutions Ltd,UNITED KINGDOM,Bristol,127000.0,127000.0,USD,Hybrid,Senior,,2026-02-13,Adzuna,"Generative AI Leader / Lead Generative AI Engineer / AI Architect / Generative AI Lead / Gen AI Lead / AI Architect Location: South West, UK (Hybrid Working) Salary: Up to £150,000  package Company: Hiring on behalf of a client via 167 Solutions Ltd 167 Solutions Ltd is partnering with an innovative organisation in the South West to appoint a Generative AI Leader . This is a senior, high-impact role for a visionary who can operate both as a trusted advisor to executive stakeholders and as a han…",127000.0
AI Developer,Experis,UNITED KINGDOM,London,193000.0,193000.0,USD,Onsite,Mid-level,Azure,2026-02-20,Adzuna,"Role: AI Developer Location: London - up to 3 days per week on-site Duration: 3 Months Day rate: 540 - 585 Umbrella Only Minimum of 5 years UK residency required Role Description: We're looking for an experience AI developer with the skills below. They'll be building out our client's AI needs and wants using a Microsoft Azure and Copilot stack. Essential skills and experience Design and develop Microsoft Azure AI solutions using services such as; AI Foundry, Open-AI services, and Microsoft Copi…",193000.0
Agentic Engineer,Digital Waffle,UNITED KINGDOM,London,102000.0,114000.0,USD,Hybrid,Mid-level,,2026-02-16,Adzuna,"Agentic Engineer / Intelligent Agent Developer Location: London (Hybrid) Salary: £80-90k We're an innovative and growing SME focused on digital transformation and AI driven solutions. As we scale our operations and harness the latest advancements in AI, we're looking for a creative, technically skilled Agentic Engineer to help us design, build, and deploy autonomous, intelligent systems that make a real impact. The Role As our Agentic Engineer, you'll play a key role in developing and integrati…",108000.0
GenAI Data Analyst,Stackstudio Digital Ltd.,UNITED KINGDOM,London,165000.0,182000.0,USD,Hybrid,Mid-level,"Python, SQL",2026-02-09,Adzuna,"Role/Job Title: GenAI Data Analyst Work Location: London / Edinburgh Role Type: Contracting Mode of Working: Hybrid Office Requirement: 2 days in office The Role GenAI Data Analyst Your responsibilities: (Up to 10, Avoid repetition) Deliver end to end data analysis using SQL and Python to generate insights, automate processes, and support strategic decision making. Build interactive dashboards and visualizations that drive performance tracking and business insights. Develop, finetune, benchmark…",173500.0
Graduate AI Software Engineer,X-on Health,UNITED KINGDOM,Woodbridge,53000.0,53000.0,USD,Hybrid,Mid-level,,2026-02-16,Adzuna,"Location: Melton, Woodbridge (Hybrid) Salary: Up to £35,000 (depending upon experience) Hybrid - office based Monday, Wednesday and Friday We are looking for a Graduate AI Software Engineer to join the team at X-on in Melton, Woodbridge. Within this role you will help build the infrastructure that powers our next generation of call experiences and data insight tools for our NHS customers. Responsibilities : Work within a small agile team to solve technical challenges, develop new functionality …",53000.0
Senior Data Scientist – Content Engineering,Flexera Software,UNITED KINGDOM,Cheshire,117000.0,117000.0,USD,Hybrid,Senior,,2026-02-14,Adzuna,"Flexera saves customers billions of dollars in wasted technology spend. A pioneer in Hybrid ITAM and FinOps, Flexera provides award-winning, data-oriented SaaS solutions for technology value optimization (TVO), enabling IT, finance, procurement and cloud teams to gain deep insights into cost optimization, compliance and risks for each business service. Flexera One solutions are built on a set of definitive customer, supplier and industry data, powered by our Technology Intelligence Platform, th…",117000.0
Senior LLM & AI Specialist,LEUTE PASSEN INDIA PRIVATE LIMITED,UNITED KINGDOM,London,76000.0,114000.0,USD,Hybrid,Senior,"RAG, Fine-tuning",2025-12-27,Adzuna,"Senior AI Solutions Architect (LLM & Client-Facing) Work Mode: Hybrid Location: London What You’ll Do: Design & Architect AI Solutions: Architect and implement advanced LLM systems (RAG, fine-tuning, agents, copilots) from concept to production. Design end-to-end AI pipelines encompassing data processing, model evaluation, deployment, and monitoring. Select and optimize the use of commercial and open-source LLMs (e.g., GPT, Claude, LLaMA) for performance, cost, and security. Build scalable, sec…",95000.0
Senior AI Solutions Architect,LEUTE PASSEN INDIA PRIVATE LIMITED,UNITED KINGDOM,London,89000.0,140000.0,USD,Hybrid,Senior,"RAG, Fine-tuning",2026-02-17,Adzuna,"Senior AI Solutions Architect (LLM & Client-Facing) Work Mode: Hybrid Location: London What You’ll Do: Design & Architect AI Solutions: Architect and implement advanced LLM systems (RAG, fine-tuning, agents, copilots) from concept to production. Design end-to-end AI pipelines encompassing data processing, model evaluation, deployment, and monitoring. Select and optimize the use of commercial and open-source LLMs (e.g., GPT, Claude, LLaMA) for performance, cost, and security. Build scalable, sec…",114500.0
Senior Campaign Manager,SalesCaptain,UNITED KINGDOM,London,51000.0,51000.0,USD,Remote,Senior,,2025-09-26,Adzuna,"Join the GTM Revolution at SalesCaptain — Where B2B Growth Happens Since our beginnings in 2021, SalesCaptain has grown into a global force, working with fast-growing B2B brands, YC & Techstars startups, and Series B&C companies, helping them go to market using a predictable process. We are currently looking for a results-driven Senior Campaign Manager to manage the outbound strategy, and communications with our international clients. This is a full-time, remote position (working EU hours). Req…",51000.0
Data Scientist - NLP,M+C Saatchi Group,UNITED KINGDOM,Piccadilly,66000.0,66000.0,USD,Hybrid,Mid-level,NLP,2026-02-07,Adzuna,"MC Saatchi World Services are looking for a Data Scientist specialising in NLP. In this role, you will design, build, and scale production‑grade language systems that transform how our products understand, retrieve, and generate text. You’ll work closely with engineering, product, and operational stakeholders to translate business goals into technical solutions, whilst shaping the overall direction of our AI capabilities. This is a full‑time role, based in London on a hybrid basis (2–3 days per…",66000.0
AI Research Scientist - SLM and Voice,Zebra Technologies,UNITED KINGDOM,London,57000.0,57000.0,USD,Remote,Mid-level,,2026-02-01,Adzuna,"Remote Work: Hybrid Overview: At Zebra, we are a community of innovators who come together to create new ways of working. United by curiosity and a culture of caring, we develop smart solutions that anticipate our customer's and partner's needs and solve their challenges. Being a part of Zebra Nation means you are seen, heard, valued, and respected. Drawing from our unique perspectives, we collaborate to deliver on our purpose. Here you are a part of a team pushing boundaries today to redefine …",57000.0
Lead AI Engineer - HYBRID WORKING,Proactive Appointments,UNITED KINGDOM,Hampshire,121000.0,133000.0,USD,Hybrid,Lead,,2026-02-13,Adzuna,"Lead AI Engineer - HYBRID WORKING We are working with one of our largest customers who are looking for Lead AI Engineer to join them on a Hybrid working basis. Role Profile As a Lead AI Engineer, you’ll take a central role in driving and delivering the next generation of AI-powered solutions across the business. You’ll lead a team of AI Engineers of all levels, setting technical direction, owning end-to-end project delivery and ensuring our solutions generate real, measurable impact. Alongside …",127000.0
AI Developer/Engineer,Damia Group Ltd,UNITED KINGDOM,London,165000.0,215000.0,USD,Hybrid,Mid-level,"AWS, Azure",2026-01-14,Adzuna,AI Developer - Generative AI Specialist - 3 months - Hybrid - Rate circa £500-£650 We are looking for an experienced AI Developer to join a team developing cutting edge AI solutions who will either have current and active SC clearance or have the ability to be able to obtain SC clearance. You will provide solutions across both Azure and AWS technologies and importantly have a demonstrable background in C#.Net . This will be a very much collaborative role working with a range of domain experts. …,190000.0
Azure Ai Architect,Stackstudio Digital Ltd.,UNITED KINGDOM,London,215000.0,231000.0,USD,Hybrid,Lead,"OpenAI, Azure",2026-01-23,Adzuna,"Role Overview Role/Job title: Azure AI Architect Work Location: London, Tunbridge wells, Ipswich, Bolton Role type - Permanent/Fixed Term/ Contracting: Contracting Mode of working Hybrid /office based: Hybrid If Hybrid, how many days are required in office?: 3 days The Role As an Azure AI Architect, you will lead the end to end architecture, design, and delivery of enterprise AI solutions built on Azure AI Foundry, Azure OpenAI, Azure AI Document Intelligence design and deploy. You should have …",223000.0
Data Mentor,Forward Role,UNITED KINGDOM,Derby,57000.0,57000.0,USD,Remote,Mid-level,,2026-02-19,Adzuna,"Data Mentor Location: Remote / UK-based Job Type: Full-time, Permanent Salary: £40,000 – £45,000 The Opportunity An established digital training provider is expanding its data and AI provision and is looking to appoint a Data Mentor to coach and support apprentices throughout their programme journey. The curriculum function is covered internally, so the immediate focus of this role is high-quality apprentice mentoring, coaching, and progression support . Over time, there is scope to contribute …",57000.0
Agentic AI Engineer - LangChain,Sanderson Government and Defence,UNITED KINGDOM,Oxfordshire,149000.0,231000.0,USD,Hybrid,Mid-level,LangChain,2026-01-16,Adzuna,"Full Stack AI Engineer (Agentic AI & LangChain) - Contract Duration: 3 Months Rate: Up to £700 per day (Inside IR35) Location: Hybrid - Oxford We are seeking an experienced Full Stack AI Engineer to join a growing tech company on an initial 3-month contract. This role is ideal for someone with strong, hands-on experience building agentic AI systems , particularly using LangChain , and who enjoys working in fast-paced, product-led environments. The Role You will play a key role in designing, bui…",190000.0
Agentic AI Engineer - LangGraph,Sanderson Government and Defence,UNITED KINGDOM,Oxfordshire,149000.0,231000.0,USD,Hybrid,Mid-level,,2026-01-23,Adzuna,"Full Stack AI Engineer (Agentic AI & LangGraph) - Contract Duration: 3 Months Rate: Up to £700 per day (Inside IR35) Location: Hybrid - Oxford We are seeking an experienced Full Stack AI Engineer to join a growing tech company on an initial 3-month contract. This role is ideal for someone with strong, hands-on experience building agentic AI systems , particularly using LangGraph , and who enjoys working in fast-paced, product-led environments. The Role You will play a key role in designing, bui…",190000.0
"Back-end Engineer - London, hybrid. Climate-tech start-up",CUR8,UNITED KINGDOM,Shoreditch,82000.0,82000.0,USD,Hybrid,Mid-level,,2026-01-21,Adzuna,"About CUR8 The science is clear - even if we do everything else right on reducing emissions, the world needs to remove 5-10 Gigatonnes of CO₂ by 2050 . There is no Net Zero without carbon removals. At CUR8, we’re driven by building the worldwide market for carbon removals. We’re on a mission to facilitate 1Bn tonnes of carbon removed in a single year . Today, we’re doing that through our leading science, procurement, and management platform. Empowering companies and financial institutions acros…",82000.0
MLOps Engineer,Harnham - Data & Analytics Recruitment,UNITED KINGDOM,London,102000.0,114000.0,USD,Hybrid,Mid-level,,2026-02-19,Adzuna,"MLOps Engineer London Based - Hybrid (Three days per week on site)£80,000 to £90,000 plus bonus This is an exciting opportunity to join a mission driven cleantech scale up as they continue to grow their data and AI function. You will help shape a modern MLOps environment, working on impactful machine learning deployments that directly support smarter, cleaner energy systems. The Company They are a fast growing technology scale up within the energy and electric space. The team is collaborative, …",108000.0
MLOps Engineer,HelloKindred,UNITED KINGDOM,Glasgow,85000.0,85000.0,USD,Hybrid,Mid-level,AWS,2026-02-07,Adzuna,"Job Description Anticipated Contract End Date/Length: December 31, 2026 Work set up: Hybrid, 2–3 days on site per week (must be eligible for BPSS) Our client in the Information Technology and Services industry is looking for a MLOps Engineer with strong expertise in AWS-native services, infrastructure automation, and end-to-end ML workflow operations. The role focuses on designing scalable ML infrastructure, operationalising machine learning solutions, and implementing best practices across the…",85000.0
MLOps Engineer,Hays Technology,UNITED KINGDOM,Farringdon,165000.0,182000.0,USD,Hybrid,Mid-level,Azure,2026-02-17,Adzuna,"MLOps Engineer - Azure ML, Github Up to £550pd (Inside IR35) London/Hybrid 6 months My client is looking for an MLOps Engineer to build and maintain scalable, automated AI systems on Azure. You'll develop CI/CD pipelines for AI/ML, manage model deployment and monitoring, and work closely with data scientists and engineers to ensure secure, reliable, and compliant AI operations across environments. Key Requirements: Proven experience in MLOps with strong focus on Azure Proficient in Azure Machin…",173500.0
MLOps Engineer,Hays Specialist Recruitment Limited,UNITED KINGDOM,London,165000.0,182000.0,USD,Hybrid,Mid-level,Azure,2026-02-17,Adzuna,"MLOps Engineer - Azure ML, Github Up to £550pd (Inside IR35) London/Hybrid 6 months My client is looking for an MLOps Engineer to build and maintain scalable, automated AI systems on Azure. You'll develop CI/CD pipelines for AI/ML, manage model deployment and monitoring, and work closely with data scientists and engineers to ensure secure, reliable, and compliant AI operations across environments. Key Requirements: Proven experience in MLOps with strong focus on Azure Proficient in Azure Machin…",173500.0
Director of Decision Science,Harnham - Data & Analytics Recruitment,UNITED KINGDOM,London,152000.0,190000.0,USD,Hybrid,Lead,,2026-02-20,Adzuna,"Director of Decision Science London, hybrid working (3 days in office) £120,000 - £150,000 The Company They are a data-driven FinTech who are growing well. With continued global expansion, investment in analytics and their models is a key priority and this role would allow you to lead from the front and create impact across the business. The Role * Lead end to end development of underwriting and acquisition models. * Set modelling standards, quality controls, and documentation practices. * Over…",171000.0
Artificial Intelligence Engineer,Digital Waffle,UNITED KINGDOM,London,90000.0,90000.0,USD,Remote,Senior,NLP,2026-02-21,Adzuna,"Senior AI Engineer (NLP / LLMs) – remote (UK based) £70-100k depending on experience A high-growth SaaS company is hiring a Senior AI Engineer to help build intelligent, mission-critical systems used in highly regulated environments. The platform applies machine learning and large language models across complex, end-to-end data workflows, solving real-world problems with measurable social impact. The Role As a Senior AI Engineer, you’ll design, build and deploy advanced NLP and LLM-based soluti…",90000.0
Artificial Intelligence Engineer,Digital Waffle,UNITED KINGDOM,Edinburgh,84000.0,84000.0,USD,Remote,Senior,NLP,2026-02-21,Adzuna,"Senior AI Engineer (NLP / LLMs) – remote (UK based) £70-100k depending on experience A high-growth SaaS company is hiring a Senior AI Engineer to help build intelligent, mission-critical systems used in highly regulated environments. The platform applies machine learning and large language models across complex, end-to-end data workflows, solving real-world problems with measurable social impact. The Role As a Senior AI Engineer, you’ll design, build and deploy advanced NLP and LLM-based soluti…",84000.0
Geospatial Software Engineer,Bright Purple Resourcing,UNITED KINGDOM,Bath,57000.0,57000.0,USD,Remote,Mid-level,,2026-02-18,Adzuna,Geospatial Data Engineer - Contract Remote UK £420 per day 12 Months - the entirety of 2026 into 2027 Deemed Outside IR35 (pending QDOS assessment) This Contract Geospatial Data role is a fantastic opportunity to work on cutting edge data problems at a leading environmental risk consultancy. The position has arisen due to the success and growth of Bright Purple's impressive established client. They are a leading player in their field with a powerful and highly regarded platform built using the …,57000.0
RVP Sales,Jfrog,UNITED KINGDOM,London,77000.0,77000.0,USD,Remote,Mid-level,,2026-01-07,Adzuna,"* Hybrid role, based out of our London King’s Cross office. We’re in the office 3 days a week and remote the rest of the time. At JFrog, we’re reinventing DevSecOps and MLOps to help the world’s greatest companies innovate, and we want you along for the ride. This is a special place with a unique combination of brilliance, spirit, and just all-around great people. Since software plays a central role in everyone’s lives, you’ll be part of an important mission. Thousands of customers, including t…",77000.0
Software Engineer,Evolved Aerospace,UNITED KINGDOM,Bristol,65000.0,65000.0,USD,Onsite,Mid-level,Computer Vision,2026-02-11,Adzuna,"We’re not a drone company . We design and build mission systems . Evolved Aerospace is growing its software team by 15 engineers across autonomy, AI, onboard flight systems, operator control, and simulation — scaling platforms from edge compute to mission-level decision-making . All roles are full-time, onsite in Bristol . Global applicants welcome; relocation provided . Roles across four core teams Autonomy, AI & CCI AI Systems Engineer (Edge / MLOps) Computer Vision Engineer Sensor Fusion Eng…",65000.0
Cyber Security Architect,Anson Mccade,UNITED KINGDOM,London,93000.0,93000.0,USD,Remote,Mid-level,,2026-02-16,Adzuna,"£Up to £120,000 GBP Competitive Bonus, Private Healthcare, Share Scheme Remote WORKING Type: Permanent Join a Market-Leading Digital Consultancy and Shape the Future of AI Security Join a highly respected digital, data, and technology consultancy recognised for both technical excellence and outstanding workplace culture. Our client has been named a Times Top 100 Company to Work For seven years in a row , reflecting a sustained commitment to people-first values, inclusion, and long-term career d…",93000.0
Lead Data & AI Scientist,Experis,UNITED KINGDOM,Farringdon,127000.0,190000.0,USD,Hybrid,Lead,,2026-02-12,Adzuna,"Lead Data & AI Scientist Hybrid: 1-2 days per week in the office (London) Permanent £100k-£150k DOE  Bonus  Benefits Experis are delighted to be partnering with a leading and well-respected organisation as they continue to invest heavily in Data Science, Artificial Intelligence and Generative AI. We are supporting them in the search for an experienced Lead Data Scientist to shape, scale and lead their enterprise-wide AI capability. This is a high-impact, strategic role with responsibility for d…",158500.0
Lead Data & AI Scientist,Experis,UNITED KINGDOM,London,127000.0,127000.0,USD,Hybrid,Lead,,2026-02-12,Adzuna,"Lead Data & AI Scientist Hybrid: 1-2 days per week in the office (London) Permanent £100k-£150k DOE  Bonus  Benefits Experis are delighted to be partnering with a leading and well-respected organisation as they continue to invest heavily in Data Science, Artificial Intelligence and Generative AI. We are supporting them in the search for an experienced Lead Data Scientist to shape, scale and lead their enterprise-wide AI capability. This is a high-impact, strategic role with responsibility for d…",127000.0
Data Strategy Lead,Ascendion,UNITED KINGDOM,Bromley,85000.0,85000.0,USD,Hybrid,Lead,,2026-01-27,Adzuna,"Job Title: Data Strategy Lead Work Location: Bromley, UK (Hybrid, 3 days in office) Job Description: * We are seeking a Data Strategy Lead to define and drive the modernisation of enterprise data platforms within corporate banking. The role combines data platform strategy, architectural guidance, and AI/ML enablement to deliver scalable, secure, and cost-efficient solutions aligned with enterprise standards and regulatory requirements. Key Responsibilities: * Define and own the data platform st…",85000.0
Senior Software Engingeer | ML/AI | Outside IR35 | Remote,SR2 REC LTD,UNITED KINGDOM,London,165000.0,182000.0,USD,Remote,Senior,Python,2026-02-16,Adzuna,"Senior Software Engineer | Python | Outside IR35 | Remote Cloud, Data & AI Platforms We are supporting a consultancy with a substantial UK portfolio as it accelerates its digital, data and AI capability. As part of a wider transformation programme, we're looking for a Senior Software Engineer to help design and deliver scalable cloud-native platforms, with increasing adoption of AI and machine learning to drive smarter decision-making. This is a senior, hands-on role within a multidisciplinary …",173500.0
Senior AI Scientist,Harnham,UNITED KINGDOM,London,77000.0,77000.0,USD,Hybrid,Senior,RAG,2025-12-21,Adzuna,"Senior Data & AI Scientist | Up to £80,000  10% Bonus | Hybrid (London 3 days) Are you passionate about shaping the next generation of AI-powered products? Join a dynamic, fast-moving business that’s embedding AI into everything from customer interactions to internal tools. We’re looking for an experienced Data & AI Scientist to help drive innovation across cutting-edge AI initiatives — from chatbots and voice assistants to advanced retrieval-augmented generation (RAG) systems and agentic workf…",77000.0
"Analytics Platform Engineer (Python, Kubernetes) - Secure Gov - Cheltenham",Curo Services,UNITED KINGDOM,Cheltenham,67000.0,67000.0,USD,Hybrid,Senior,"Python, Kubernetes",2026-02-20,Adzuna,"Analytics Platform Engineer (Python, Kubernetes) - Secure Gov - Cheltenham - (RL8096) Job Title - Analytics Platform Engineer (Principle & Senior) Location - Cheltenham Salary - Competitive Benefits - Bonus and commission scheme, comprehensive benefits package including private medical and pension, flexible hybrid working, clear progression with funded training, and enhanced long-term incentives including additional leave and retention bonuses. Work on analytics platforms that support highly se…",67000.0
Platform Engineer,Hlx Life Sciences,UNITED KINGDOM,London,115000.0,115000.0,USD,Hybrid,Mid-level,,2026-02-07,Adzuna,"Platform Engineer Openings X3 Location: London (Hybrid) Employment Type: Full-time The Opportunity We are building a next-generation computational platform that powers large-scale machine learning, data science, and scientific discovery. Our teams work at the intersection of cloud infrastructure, high-performance computing, and data engineering , enabling researchers and ML practitioners to move faster—from experimentation to real-world impact. This role sits at the heart of the platform: desig…",115000.0
Senior Technology Leader,Exalto Consulting ltd,UNITED KINGDOM,East Midlands,127000.0,127000.0,USD,Remote,Senior,,2026-02-19,Adzuna,"Senior Technology Leader (Senior Engineering Manager / Head of Engineering / Director of Engineering / VP of Engineering / CTO with modern engineering depth) Salary: Up to £140k basic  £10k car  25% bonus Location: Remote (UK based - with travel) Travel: Occasional (including global, approx. 10–20% of the time) A leading software provider is seeking a Senior Technology Leader with deep hands on engineering expertise to drive modern software development practices, lead architectural direction an…",127000.0
Head of Cloud Engineering,CloserStill Media,UNITED KINGDOM,Hammersmith,109000.0,109000.0,USD,Hybrid,Management,,2026-02-05,Adzuna,"CloserStill Media | London | Hybrid WHO WE ARE: At CloserStill, we strive to deliver the best. We’re on a mission to be the most dynamic B2B events and communities business in every market we serve, bringing people together to learn, connect and grow. Operating across five regions, we power over 200 market-leading events, publications and brands across Business Technologies, Healthcare, Learning, HR & Education, and Future Transport & Infrastructure. But what truly sets us apart is our people. …",109000.0
Data Engineer,Maxwell Bond,UNITED KINGDOM,Rusholme,57000.0,70000.0,USD,Remote,Mid-level,"Python, AWS, Spark",2026-02-10,Adzuna,"Data Engineer (Python, Databricks / Spark, AWS) Remote-First / Manchester Step Up Your Data Career £55k Are you a Data Engineer looking to take your career to the next level? This is your chance to join a fast-growing technology company where you’ll work with large-scale, high-volume data and gain experience that will accelerate your growth. You’ll be part of a collaborative data team, working on platforms and pipelines that process huge amounts of data every day. Your work will have real impac…",63500.0
Senior Solutions Engineer,JFrog,UNITED KINGDOM,London,64000.0,64000.0,USD,Remote,Senior,,2026-01-09,Adzuna,"* Hybrid role, based out of our London King’s Cross office. We’re in the office 3 days a week and remote the rest of the time. At JFrog, we’re reinventing DevOps, DevSecOps and MLOps to help the world’s greatest companies innovate, develop faster and be more secure  and we want you along for the ride. This is a special place with a unique combination of brilliance, spirit and just all-around great people. Here, if you’re willing to do more, your career can take off. And since software plays a c…",64000.0
Artificial Intelligence Engineer,Intellect Group,UNITED KINGDOM,London,70000.0,70000.0,USD,Hybrid,Junior,,2026-01-25,Adzuna," Junior AI Engineer (0–2 years) | Competitive Salary | London & Luton | Hybrid Working  Are you a Junior AI Engineer looking to kick-start your career working on real-world machine learning systems used at scale? We’re looking for a curious and motivated Junior AI Engineer to join a collaborative, data-driven technology team, working in a flexible hybrid setup with offices in London and Luton . This role is ideal for someone early in their career who’s excited about applied AI, enjoys building …",70000.0
Senior Perception Engineer for Robotic Manipulation,All3,UNITED KINGDOM,London,70000.0,70000.0,USD,Onsite,Senior,,2026-02-16,Adzuna,"All3 is transforming how buildings are conceived, developed, and delivered. We combine AI-powered design with robotic prefabrication and on-site assembly to build custom architecture at the cost and speed of mass production - unlocking even the most complex sites. We’re currently seeking a Senior Perception Engineer to lead the development of our 2D/3D perception systems, enabling reliable manipulation and autonomy in complex, semi-structured construction environments. You’ll architect and impl…",70000.0
"AI Ops Engineer - up to £85,000 Benefits - Hybrid - Derby",Involved Solutions,UNITED KINGDOM,Derby,95000.0,108000.0,USD,Hybrid,Mid-level,,2026-02-05,Adzuna,"AI Ops Engineer Salary: Up to £85,000 Location: Hybrid - 3 days per week onsite in Derby Working Hours: Full time - Monday to Friday A globally renowned organisation is seeking an AI Ops Engineer to join a growing AI and data function, taking ownership of the operational backbone that enables AI systems to run reliably, securely and at scale in production environments. This AI Ops Engineer role sits at the intersection of machine learning, cloud infrastructure and DevOps, supporting the full li…",101500.0
Machine Learning DevOps Engineer,Boerboel,UNITED KINGDOM,London,75000.0,75000.0,USD,Remote,Mid-level,,2025-11-06,Adzuna,"We are seeking highly motivated and talented people to join the Boerboel team. As a member of the team you will be working with passionate and curious colleagues who thrive on solving complex problems. Boerboel is an office-first firm. While we offer flexibility to our employees, remote work is not available at this time. About us: Boerboel Trading is an electronic trading firm, active across a wide range of asset classes and regions, with offices in NYC, Chicago, London, and Malta. We engage i…",75000.0
"AI Architect - up to £100,000 Benefits - Hybrid - London",Involved Solutions,UNITED KINGDOM,London,108000.0,127000.0,USD,Hybrid,Senior,,2026-02-05,Adzuna,"Artificial Intelligence Architect Salary: Up to £100,000  Benefits Location: Hybrid - 3 days per week onsite in London Working Hours: 40 hours per week A globally renowned organisation is seeking an Artificial Intelligence Architect to lead the design and delivery of advanced AI solutions across complex enterprise environments. This is a senior, client-facing role combining deep technical expertise with strategic advisory, focused on Generative and Agentic AI, solution architecture and transfor…",117500.0
Senior Solutions Engineer DevOps PRESALES - LONDON hybrid,Park Lane Recruitment Ltd,UNITED KINGDOM,London,190000.0,190000.0,USD,Hybrid,Senior,,2026-02-06,Adzuna,"5 years of DevOps PRESALES experience London, Hybrid (3 days per week in office) Salary up to £150,000 OTE, with an 80/20 split base Senior Solutions Engineer (DevOps PRESALES) - London, Hybrid (3 days per week in office) Salary up to £150,000 OTE, with an 80/20 split base The company is a leading global software platform which is transforming how modern organizations build, secure, and deliver software across DevOps, DevSecOps, and MLOps environments. Trusted by thousands of enterprises worldw…",190000.0
Computer Vision Engineer - Sports Tracking,Hawk-Eye Innovations,UNITED KINGDOM,Cliddesden,58000.0,58000.0,USD,Hybrid,Lead,Computer Vision,2026-02-16,Adzuna,"Computer Vision Engineer – Engineering Employment type: Full-time, permanent Salary: £48,120 – £64,150 Working model: Hybrid (2 days per week in the nearest office to you – London, Basingstoke, or Bristol) Introduction Hi, I’m Kieran Smith, Computer Vision Engineering Discipline Lead at Hawk-Eye Innovations. We’re looking for a Computer Vision Engineer to join our Tracking team. This role is about building, maintaining, and evolving production-grade computer vision systems that power our tracki…",58000.0
